out2020-01-20_13-27-30_part00,N,,
out2020-01-20_13-27-30_part01,N,,
out2020-01-20_13-27-30_part02,N,,
out2020-01-20_13-27-30_part03,N,,
out2020-01-20_13-27-30_part04,Y,28,30
out2020-01-20_13-27-30_part05,Y,1,6
out2020-01-20_13-27-30_part06,N,,
out2020-01-20_13-27-30_part07,N,,
out2020-01-20_13-27-30_part08,N,,
out2020-01-20_13-27-30_part09,N,,
out2020-01-20_13-27-30_part10,N,,
out2020-01-20_13-27-30_part11,N,,
out2020-01-20_13-27-30_part12,N,,
out2020-01-20_13-27-30_part13,N,,
out2020-01-20_13-27-30_part14,N,,
out2020-01-20_13-27-30_part15,N,,
out2020-01-20_13-27-30_part16,N,,
out2020-01-20_13-27-30_part17,N,,
out2020-01-20_13-27-30_part18,N,,
out2020-01-20_13-27-30_part19,N,,
out2020-01-20_13-27-30_part20,N,,
out2020-01-20_13-27-30_part21,N,,
out2020-01-20_13-27-30_part22,N,,
out2020-01-20_13-27-30_part23,N,,
out2020-01-20_13-27-30_part24,N,,
out2020-01-20_13-27-30_part25,N,,
out2020-01-20_13-27-30_part26,N,,
out2020-01-20_13-27-30_part27,N,,
out2020-01-20_13-27-30_part28,N,,
out2020-01-20_13-27-30_part29,N,,
out2020-01-20_13-27-30_part30,N,,
out2020-01-20_13-27-30_part31,N,,
out2020-01-20_13-27-30_part32,N,,
out2020-01-20_13-27-30_part33,N,,
out2020-01-20_13-27-30_part34,N,,
out2020-01-20_13-27-30_part35,N,,
out2020-01-20_13-27-30_part36,N,,
out2020-01-20_13-27-30_part37,N,,
out2020-01-20_13-27-30_part38,N,,
out2020-01-20_13-27-30_part39,N,,
