out2020-01-20_13-49-59_part00,N,,
out2020-01-20_13-49-59_part01,N,,
out2020-01-20_13-49-59_part02,N,,
out2020-01-20_13-49-59_part03,Y,3,11
out2020-01-20_13-49-59_part04,N,,
out2020-01-20_13-49-59_part05,N,,
out2020-01-20_13-49-59_part06,N,,
out2020-01-20_13-49-59_part07,N,,
out2020-01-20_13-49-59_part08,N,,
out2020-01-20_13-49-59_part09,N,,
out2020-01-20_13-49-59_part10,N,,
out2020-01-20_13-49-59_part11,Y,29,30
out2020-01-20_13-49-59_part12,Y,1,7
out2020-01-20_13-49-59_part13,N,,
out2020-01-20_13-49-59_part14,N,,
out2020-01-20_13-49-59_part15,N,,
out2020-01-20_13-49-59_part16,N,,
out2020-01-20_13-49-59_part17,N,,
out2020-01-20_13-49-59_part18,N,,
out2020-01-20_13-49-59_part19,N,,
out2020-01-20_13-49-59_part20,N,,
out2020-01-20_13-49-59_part21,N,,
out2020-01-20_13-49-59_part22,N,,
out2020-01-20_13-49-59_part23,N,,
out2020-01-20_13-49-59_part24,N,,
out2020-01-20_13-49-59_part25,N,,
out2020-01-20_13-49-59_part26,N,,
out2020-01-20_13-49-59_part27,N,,
out2020-01-20_13-49-59_part28,N,,
out2020-01-20_13-49-59_part29,N,,
out2020-01-20_13-49-59_part30,N,,
out2020-01-20_13-49-59_part31,N,,
out2020-01-20_13-49-59_part32,N,,
out2020-01-20_13-49-59_part33,N,,
out2020-01-20_13-49-59_part34,N,,
out2020-01-20_13-49-59_part35,N,,
out2020-01-20_13-49-59_part36,N,,
out2020-01-20_13-49-59_part37,N,,
out2020-01-20_13-49-59_part38,N,,
out2020-01-20_13-49-59_part39,N,,
