out2020-01-20_12-59-21_part00,N,,
out2020-01-20_12-59-21_part01,Y,26,29
out2020-01-20_12-59-21_part02,N,,
out2020-01-20_12-59-21_part03,N,,
out2020-01-20_12-59-21_part04,N,,
out2020-01-20_12-59-21_part05,N,,
out2020-01-20_12-59-21_part06,N,,
out2020-01-20_12-59-21_part07,N,,
out2020-01-20_12-59-21_part08,N,,
out2020-01-20_12-59-21_part09,N,,
out2020-01-20_12-59-21_part10,Y,26,30
out2020-01-20_12-59-21_part11,Y,23,27
out2020-01-20_12-59-21_part12,N,,
out2020-01-20_12-59-21_part13,N,,
out2020-01-20_12-59-21_part14,N,,
out2020-01-20_12-59-21_part15,N,,
out2020-01-20_12-59-21_part16,N,,
out2020-01-20_12-59-21_part17,Y,22,26
out2020-01-20_12-59-21_part18,N,,
out2020-01-20_12-59-21_part19,N,,
out2020-01-20_12-59-21_part20,N,,
out2020-01-20_12-59-21_part21,N,,
out2020-01-20_12-59-21_part22,Y,16,21
out2020-01-20_12-59-21_part23,N,,
out2020-01-20_12-59-21_part24,N,,
out2020-01-20_12-59-21_part25,N,,
out2020-01-20_12-59-21_part26,N,,
out2020-01-20_12-59-21_part27,N,,
out2020-01-20_12-59-21_part28,N,,
out2020-01-20_12-59-21_part29,N,,
out2020-01-20_12-59-21_part30,N,,
out2020-01-20_12-59-21_part31,N,,
out2020-01-20_12-59-21_part32,N,,
out2020-01-20_12-59-21_part33,N,,
out2020-01-20_12-59-21_part34,Y,29,30
out2020-01-20_12-59-21_part35,Y,1,4
out2020-01-20_12-59-21_part36,N,,
out2020-01-20_12-59-21_part37,N,,
out2020-01-20_12-59-21_part38,Y,13,18
out2020-01-20_12-59-21_part39,N,,
